order_id,customer_id,order_date,shipping_city,order_status
600079,20097,2026-02-01,Prizren,Completed
600080,20074,2026-03-15,VUSHTRRI,completed
600081,20029,2026-04-06,peja,completed
600082,20010,2026-07-20, Ferizaj ,CANCELLED
600083,20386,2026-05-23,GJAKOVE,COMPLETED
600084,20341,2026-06-29, Mitrovice ,Completed
600085,20114,2026-07-29,mitrovice,completed
600086,20302,2026-01-25,Mitrovicë,pending
600087,20080,2026-03-31,Prizren, completed 
600088,20512,2026-06-14, Peja ,completed
600089,20691,2026-03-10,Prizren,completed
600090,20050,2026-05-17, Prizren ,PENDING
600091,20654,2026-03-19,Vushtrri,completed
600092,20570,2026-03-11,GJILAN,pending
600093,20262,2026-06-29,GJAKOVE,Completed
600094,20405,2026-07-05,Prizren,COMPLETED
600095,20601,2026-04-20,Peja, completed 
600096,20402,2026-01-31,peja,COMPLETED
600097,20446,2026-02-27,vushtrri,completed
600098,20049,2026-06-30,PRISHTINA, completed 
600099,20316,2026-01-02,PRIZREN,refunded
600100,20017,2026-04-05,Gjilan,completed
600101,20607,2026-01-08,prizren,completed
600102,20348,2026-03-23, Ferizaj ,cancelled
600103,20061,2026-04-14,Vushtrri,Completed
600104,20504,2026-06-12,ferizaj,COMPLETED
600105,20014,2026-02-23,Gjilan, completed 
600106,20247,2026-02-07,Vushtrri,Completed
600107,20674,2026-01-29, Vushtrri ,PENDING
600108,20306,2026-05-09,prizren,pending
600109,20052,2026-02-12,peja,refunded
600110,20025,2026-04-01,Ferizaj,Refunded
600111,20129,2026-02-23,Gjakove,PENDING
600112,20454,2026-05-25,PRIZREN,completed
600113,20699,2026-05-10,Prizren,Refunded
600114,20130,2026-04-19,Prizren,CANCELLED
600115,20508,2026-05-23,Gjakove, refunded 
600116,20042,2026-01-07,Gjilan,pending
600117,20644,2026-05-05,Prishtina, completed 
600118,20467,2026-01-16,GJILAN,completed
600119,20132,2026-05-25,ferizaj,CANCELLED
600120,20644,2026-05-03,FERIZAJ, completed 
600121,20138,2026-01-14,Ferizaj,pending
600122,20615,2026-06-19,Ferizaj,COMPLETED
600123,20051,2026-01-20,Prishtina,Completed
600124,20016,2026-06-23, Ferizaj ,Cancelled
600125,20699,2026-01-27,PRIZREN, cancelled 
600126,20338,2026-06-27,Mitrovicë,completed
600127,20288,2026-06-14,Mitrovicë,canceled
600128,20098,2026-07-05,Prizren,COMPLETED
600129,20399,2026-04-08,PRISHTINA,refunded
600130,20111,2026-07-27,Prishtina,completed
600131,20393,2026-04-26,VUSHTRRI,refunded
600132,20556,2026-04-21, Ferizaj ,Completed
600133,20036,2026-03-12,Gjakovë,Completed
600134,20662,2026-03-09,Prizren,COMPLETED
600135,20215,2026-02-09,Prizren,Completed
600136,20700,2026-08-04,PRIZREN,completed
600137,20555,2026-08-08,vushtrri,Completed
600138,20238,2026-01-25,ferizaj,COMPLETED
600139,20138,2026-01-16,Vushtrri,REFUNDED
600140,20394,2026-03-04,Vushtrri,completed
600141,20197,2026-07-05,Ferizaj,Completed
600142,20494,2026-03-22, Mitrovice ,completed
600143,20131,2026-08-09,gjilan, completed 
600144,20099,2026-06-18,Gjilan,Completed
600145,20223,2026-04-14,FERIZAJ,completed
600146,20383,2026-01-30,GJILAN,COMPLETED
600147,20495,2026-06-28,Gjakovë, completed 
600148,20365,2026-03-12, Mitrovice ,COMPLETED
600149,20578,2026-07-15,gjakove, completed 
600150,20162,2026-03-01,peja,COMPLETED
600151,20478,2026-06-13,peja,Completed
600152,20657,2026-02-16, Ferizaj ,Completed
600153,20310,2026-01-13,Prizren,pending
600154,20151,2026-08-07,Ferizaj,COMPLETED
600155,20266,2026-08-05,MITROVICE,COMPLETED
600156,20422,2026-02-21,Gjilan,pending
600157,20275,2026-07-15, Gjakove ,REFUNDED
600158,20098,2026-04-22,Prizren,COMPLETED
600159,20573,2026-03-12,GJILAN,PENDING
600160,20380,2026-06-09,prishtina,Completed
600161,20669,2026-02-02, Mitrovice ,Completed
600162,20308,2026-04-11,ferizaj,refunded
600163,20350,2026-01-09, Prishtina ,Pending
600164,20210,2026-07-12,prizren,pending
600165,20007,2026-07-31,Vushtrri,COMPLETED
600166,20130,2026-01-13,Mitrovice,Completed
600167,20258,2026-02-28,Prizren,Completed
600168,20144,2026-04-17, Gjilan , pending 
600169,20364,2026-05-19,Peja,pending
600170,20411,2026-04-27, Prizren ,PENDING
600171,20495,2026-05-19,mitrovice,pending
600172,20515,2026-07-11,Gjakovë,completed
600173,20439,2026-03-12,prishtina,completed
600174,20487,2026-06-10,Prizren,Completed
600175,20025,2026-06-30, Gjakove ,pending
600176,20592,2026-08-08, Ferizaj ,Completed
600177,20460,2026-04-11,Mitrovicë,COMPLETED
600178,20489,2026-01-24, Prishtina ,COMPLETED
600179,20261,2026-04-17, Gjilan , completed 
600180,20136,2026-04-19,FERIZAJ,PENDING
600181,20555,2026-04-01,Vushtrri,Completed
600182,20546,2026-05-07, Prizren , refunded 
600183,20692,2026-02-26,prishtina,canceled
600184,20148,2026-05-27,vushtrri,completed
600185,20466,2026-03-23, Gjilan ,completed
600186,20628,2026-05-10, Peja ,completed
600187,20036,2026-08-01,Peja, cancelled 
600188,90050,2026-06-19, Peja ,REFUNDED
600189,20100,2026-06-30, Mitrovice ,COMPLETED
600190,20094,2026-06-11,PRIZREN,COMPLETED
600191,20119,2026-07-09,MITROVICE,CANCELLED
600192,20621,2026-06-19,Prizren,completed
600193,20511,2026-03-14, Prizren ,Pending
600194,20174,2026-07-07,FERIZAJ,completed
600195,20198,2026-03-25,Gjilan,COMPLETED
600196,20586,2026-07-26,GJAKOVE,refunded
600197,20665,2026-08-01,VUSHTRRI,Cancelled
600198,20008,2026-02-03,Mitrovice, completed 
600199,20251,2026-03-07,Prizren,COMPLETED
600200,20273,2026-05-12,Ferizaj,COMPLETED
600201,20048,2026-03-11,Gjakove, completed 
600202,20427,2026-05-30,Gjilan,Completed
600203,20137,2026-08-01,MITROVICE,Completed
600204,20615,2026-04-05,FERIZAJ,completed
600205,20314,2026-02-06, Vushtrri ,completed
600206,20441,2026-08-09,Prizren, completed 
600207,20662,2026-01-16,Prizren,Completed
600208,20260,2026-01-04,Prizren,Completed
600209,20560,2026-01-01,Vushtrri,REFUNDED
600210,20142,2026-04-22,Prishtina,pending
600211,20621,2026-07-24,FERIZAJ,completed
600212,20278,2026-03-28, Vushtrri , completed 
600213,20383,2026-04-11,GJAKOVE,completed
600214,20403,2026-01-27,Gjilan,pending
600215,20660,2026-02-25, Prizren ,cancelled
600216,20071,2026-04-09,prishtina, completed 
600217,20230,2026-05-01,Gjakovë, completed 
600218,20129,2026-07-02,FERIZAJ,completed
600219,20330,2026-04-05,Prizren, cancelled 
600220,20266,2026-05-18,GJAKOVE, completed 
600221,20482,2026-06-21,GJAKOVE,Completed
600222,20405,2026-05-15,Gjilan,Completed
600223,20179,2026-05-29,Gjakovë,Cancelled
600224,20289,2026-04-27,peja,COMPLETED
600225,90034,2026-03-18,GJILAN,Pending
600226,20363,2026-06-28,Gjakove,refunded
600227,20482,2026-05-29,PEJA,COMPLETED
600228,20072,2026-02-17,Peja,pending
600229,20189,2026-06-26,vushtrri, completed 
600230,20470,2026-02-11,Ferizaj,Completed
600231,20327,2026-01-11,gjakove, cancelled 
600232,20561,2026-06-01,Gjakove, completed 
600233,20494,2026-01-01,peja, cancelled 
600234,20425,2026-02-26, Mitrovice , completed 
600235,20613,2026-07-12,ferizaj,COMPLETED
600236,20218,2026-02-01, Gjakove , completed 
600237,20629,2026-05-09,gjilan,completed
600238,20372,2026-07-03,gjakove,Refunded
600239,20604,2026-03-03,PEJA,Completed
600240,20393,2026-06-23,PEJA,Refunded
600241,20262,2026-02-18,vushtrri, completed 
600242,20687,2026-05-05,gjakove,completed
600243,20435,2026-04-19,Vushtrri,completed
600244,20123,2026-08-04,Ferizaj,Pending
600245,20214,2026-04-22,Peja, completed 
600246,20562,2026-06-09,Vushtrri,Completed
600247,20347,2026-03-17,Vushtrri,COMPLETED
600248,20510,2026-02-25,Ferizaj,REFUNDED
600249,20120,2026-01-18,FERIZAJ,COMPLETED
600250,20033,2026-03-25, Peja ,Completed
600251,20100,2026-03-23,Gjilan, completed 
600252,20364,2026-01-30,Gjilan,completed
600253,20330,2026-03-06, Prishtina , completed 
600254,20076,2026-03-06,Mitrovicë,completed
600255,20053,2026-01-15,MITROVICE,completed
600256,20550,2026-01-20,FERIZAJ,COMPLETED
600257,20326,2026-01-06,Gjilan, refunded 
600258,20673,2026-04-02,Mitrovicë,pending
600259,20564,2026-07-30, Vushtrri , completed 
600260,20034,2026-07-30, Prishtina ,completed
600261,20329,2026-05-04,GJAKOVE,completed
600262,20567,2026-03-10,Gjilan,Refunded
600263,20109,2026-05-03,MITROVICE,Completed
600264,20083,2026-05-24,Ferizaj,COMPLETED
600265,20084,2026-04-30,Peja,completed
600266,20195,2026-07-09,Ferizaj, completed 
600267,20285,2026-04-16,Gjilan,COMPLETED
600268,20536,2026-04-04, Prizren ,completed
600269,20303,2026-05-30,prizren,completed
600270,20190,2026-01-25,gjakove,Completed
600271,20072,2026-04-22,gjakove,canceled
600272,20015,2026-01-21,Prizren,COMPLETED
600273,20181,2026-05-20,GJILAN,COMPLETED
600274,20393,2026-02-01,Peja,Completed
600275,20229,2026-07-01,Gjakove, completed 
600276,20039,2026-04-18,PEJA,COMPLETED
600277,20107,2026-04-16,Prizren,COMPLETED
600278,20411,2026-07-25, Peja ,completed
600279,20481,2026-02-28,mitrovice, completed 
600280,20182,2026-01-30,peja,Pending
600281,20375,2026-01-31,Mitrovice,COMPLETED
600282,20699,2026-04-09,ferizaj,COMPLETED
600283,20506,2026-03-21,gjakove,refunded
600284,20277,2026-05-06,ferizaj,completed
600285,20043,2026-06-10,PRIZREN,completed
600286,20454,2026-03-27, Gjakove , completed 
600287,20201,2026-07-10, Peja , pending 
600288,20437,2026-07-16,GJILAN,COMPLETED
600289,20648,2026-04-30,Gjakove, completed 
600290,20124,2026-04-18,gjilan,COMPLETED
600291,20441,2026-01-06,Prizren, completed 
600292,20606,2026-04-05,gjakove, cancelled 
600293,20073,2026-01-15, Vushtrri ,completed
600294,20248,2026-05-06,GJAKOVE,pending
600295,20195,2026-04-10, Ferizaj ,Completed
600296,20105,2026-03-01,Prishtina,pending
600297,20349,2026-07-04,prishtina,completed
600298,20205,2026-05-01,PEJA,unknown
600299,20426,2026-05-18,Prizren,completed
600300,20269,2026-06-24,Gjilan, cancelled 
600301,20157,2026-06-19, Prishtina ,pending
600302,20579,2026-04-04,Prizren, cancelled 
600303,20149,2026-99-40, Peja ,PENDING
600304,20065,2026-06-18,prizren,COMPLETED
600305,20247,2026-03-25, Vushtrri ,completed
600306,20006,2026-04-19,Ferizaj,completed
600307,20164,2026-06-29,Gjakove,Completed
600308,20181,2026-02-08,Gjakove,completed
600309,20367,2026-07-25,Gjilan,Completed
600310,20298,2026-07-28,Ferizaj,completed
600311,20634,2026-02-02,Mitrovicë,CANCELLED
600312,20403,2026-07-21, Prizren ,Completed
600313,20324,2026-03-19,Prizren,Cancelled
600314,20586,2026-02-04,ferizaj,completed
600315,20677,2026-07-13,mitrovice,completed
600316,20422,2026-04-20, Vushtrri ,pending
600317,20467,2026-01-27,Prizren,refunded
600318,20224,2026-02-11,gjilan,pending
600319,20339,2026-07-17,Gjakove, completed 
600320,20395,2026-04-12,Mitrovicë,completed
600321,20383,2026-02-08,Prishtina,PENDING
600322,20643,2026-07-15, Ferizaj ,canceled
600323,20616,2026-05-28,Prizren,Completed
600324,20415,2026-06-22,Ferizaj,completed
600325,20464,2026-01-29, Mitrovice ,Completed
600326,20184,2026-01-24,PRISHTINA,Completed
600327,20383,2026-06-25,PRIZREN,Pending
600328,20067,2026-03-14,Peja, completed 
600329,20337,2026-05-26,Prizren,Completed
600330,20675,2026-06-15,Prizren,Completed
600331,20031,2026-06-21,Ferizaj,COMPLETED
600332,20688,2026-03-19,GJILAN,COMPLETED
600333,20222,2026-07-16,prishtina, refunded 
600334,20582,2026-04-03,GJILAN,completed
600335,20270,2026-03-02,PRIZREN,refunded
600336,20602,2026-06-27,Prizren, completed 
600337,20485,2026-01-29, Prishtina , completed 
600338,20683,2026-07-19,Vushtrri,completed
600339,20281,2026-02-18,Prishtina, cancelled 
600340,20062,2026-07-08,Prishtina,Completed
600341,20642,2026-07-17, Peja ,completed
600342,20412,2026-04-14, Gjilan ,Refunded
600343,20191,2026-08-03, Ferizaj ,COMPLETED
600344,20047,2026-04-18,Vushtrri,completed
600345,20149,2026-05-01, Peja ,completed
600346,20231,2026-05-24,Mitrovice,completed
600347,20437,2026-03-29,Mitrovicë, completed 
600348,20551,2026-01-28,mitrovice,canceled
600349,20361,2026-06-22,prizren,completed
600350,20365,2026-05-12,GJILAN,Pending
600351,20583,2026-02-13,Gjakove,REFUNDED
600352,20375,2026-02-22,Peja,refunded
600353,20553,2026-05-19, Prizren ,pending
600354,20202,2026-04-14,Vushtrri,Completed
600355,20034,2026-05-10,Prizren,CANCELLED
600356,20561,2026-07-11,GJAKOVE, completed 
600357,20608,2026-03-29, Gjilan ,completed
600358,20186,2026-06-03,MITROVICE,completed
600359,20129,2026-04-23,Vushtrri,Completed
600360,20140,2026-04-04,GJAKOVE,completed
600361,20044,2026-05-27, Gjilan , completed 
600362,20346,2026-04-29, Prizren ,COMPLETED
600363,20677,2026-08-09,gjilan,completed
600364,20104,2026-07-16,Mitrovicë,completed
600365,20511,2026-01-18,Ferizaj,cancelled
600366,20233,2026-06-11,mitrovice,Completed
600367,20360,2026-05-07,ferizaj,Completed
600368,20082,2026-04-15, Gjilan ,unknown
600369,20099,2026-06-30,PRISHTINA,completed
600370,20308,2026-03-28, Gjilan ,completed
600371,20127,2026-03-31,GJILAN,Completed
600372,20144,2026-06-23,Mitrovice, completed 
600373,20376,2026-02-23,Mitrovicë,CANCELLED
600374,20416,2026-02-20,Peja,COMPLETED
600375,20029,2026-02-12,Gjakove,Refunded
600376,20173,2026-05-30,GJAKOVE,Refunded
600377,20367,2026-03-19,prizren,Refunded
600378,20549,2026-01-17,prishtina, completed 
600379,20687,2026-04-19,Gjilan,refunded
600380,20549,2026-07-08,Ferizaj,PENDING
600381,20428,2026-07-08,prizren,completed
600382,90001,2026-05-13,Ferizaj,completed
600383,20683,2026-02-05, Peja ,completed
600384,20641,2026-03-07,Prishtina,Completed
600385,20536,2026-02-22,ferizaj,completed
600386,20376,2026-05-04, Gjilan ,COMPLETED
600387,20267,2026-06-04,Ferizaj, completed 
600388,20366,2026-07-06,prishtina,Completed
600389,20473,2026-01-25,VUSHTRRI,Completed
600390,20368,2026-01-12,Prishtina,pending
600391,20322,2026-07-25,Prizren,pending
600392,20390,2026-04-15,Prizren,COMPLETED
600393,20079,2026-06-19, Prishtina ,refunded
600394,20490,2026-02-18,gjakove, completed 
600395,20012,2026-05-02,PRISHTINA,cancelled
600396,20637,2026-04-28, Gjilan ,Completed
600397,20179,2026-05-14,Gjilan,completed
600398,20113,2026-03-18,Prishtina, completed 
600399,20045,2026-07-03,Gjakovë,pending
600400,20562,2026-02-25,peja,completed
600401,20409,2026-05-09,prizren,cancelled
600402,20590,2026-02-17,Mitrovicë,CANCELLED
600403,20162,2026-08-08,PEJA,completed
600404,20596,2026-07-14,vushtrri,refunded
600405,20081,2026-03-31,vushtrri,completed
600406,20563,2026-03-14,PRIZREN,Completed
600407,20113,2026-05-28,Peja,Pending
600408,20366,2026-04-27,Gjilan,Completed
600409,20022,2026-03-19,Ferizaj,canceled
600410,20253,2026-03-28,Gjakove,CANCELLED
600411,20425,2026-01-17,FERIZAJ, refunded 
600412,20020,2026-03-18, Gjakove ,COMPLETED
600413,20158,2026-07-18, Peja ,COMPLETED
600414,20062,2026-07-29,Prizren,COMPLETED
600415,20257,2026-04-05,prishtina, completed 
600416,20219,2026-03-26,Vushtrri,REFUNDED
600417,20615,2026-01-05, Mitrovice ,completed
600418,20476,2026-06-08,mitrovice,completed
600419,20673,2026-04-04,FERIZAJ,refunded
600420,20091,2026-03-30,prizren,completed
600421,20151,2026-01-24,ferizaj, completed 
600422,20588,2026-06-20, Peja ,Pending
600423,20508,2026-05-17,Mitrovice,Completed
600424,20078,2026-04-13,Vushtrri,completed
600425,90047,2026-07-20, Ferizaj ,COMPLETED
600426,90071,2026-01-30,Prizren, pending 
600427,20303,2026-05-21,Prizren, completed 
600428,20654,2026-02-14, Vushtrri ,completed
600429,20346,2026-04-16,Vushtrri,completed
600430,20679,2026-01-04,vushtrri,Pending
600431,20308,2026-05-02,Peja,COMPLETED
600432,20158,2026-03-22,Prishtina, completed 
600433,20632,2026-01-20,Vushtrri,completed
600434,20093,2026-01-25,PRIZREN,completed
600435,20417,2026-07-05,Gjakove, completed 
600436,20102,2026-01-04, Prizren ,completed
600437,20326,2026-07-02,Gjakovë, completed 
600438,20286,2026-05-05,gjilan,completed
600439,20238,2026-01-26, Vushtrri ,pending
600440,20550,2026-03-28,Gjilan,COMPLETED
600441,20552,2026-08-01,Gjilan,CANCELLED
600442,20071,2026-03-05,prishtina,pending
600443,20453,2026-05-03,Gjilan,canceled
600444,20063,2026-06-12,Vushtrri, completed 
600445,20571,2026-04-28,GJAKOVE,refunded
600446,20206,2026-06-03, Mitrovice ,completed
600447,20489,2026-07-04,Prishtina, completed 
600448,20573,2026-07-05, Ferizaj ,completed
600449,20381,2026-06-15,mitrovice,completed
600450,20139,2026-04-06,Gjakovë,completed
600451,20020,2026-03-01, Gjilan ,canceled
600452,20487,2026-03-06, Vushtrri , completed 
600453,20053,2026-02-18,Prizren,cancelled
600454,20255,2026-05-02, Mitrovice ,PENDING
600455,20449,2026-06-08,Prizren,COMPLETED
600456,20603,2026-03-22,Gjilan,COMPLETED
600457,20628,2026-01-10,GJAKOVE,refunded
600458,20401,2026-01-26,Vushtrri,completed
600459,20622,2026-02-01,ferizaj,pending
600460,20659,2026-02-17,gjakove, completed 
600461,20655,2026-04-30,ferizaj,PENDING
600462,20213,2026-01-31, Prizren ,completed
600463,20095,2026-99-40,Mitrovice,pending
600464,20562,2026-05-18, Prizren , completed 
600465,20479,2026-02-24,PRISHTINA,Completed
600466,20426,2026-02-14, Prizren ,COMPLETED
600467,20112,2026-02-26,PRIZREN,PENDING
600468,20566,2026-07-20,Ferizaj,CANCELLED
600469,20038,2026-04-22,Ferizaj,completed
600470,20416,2026-01-01, Prizren ,completed
600471,20470,2026-04-12,Gjilan,COMPLETED
600472,20055,2026-06-08,Vushtrri,Completed
600473,20417,2026-04-12,Gjakove,COMPLETED
600474,20069,2026-07-30,Peja,completed
600475,20344,2026-05-13,Peja,COMPLETED
600476,20550,2026-07-26,Ferizaj,Completed
600477,20053,2026-06-03,VUSHTRRI,completed
600478,20675,2026-04-18, Prizren , completed 
600479,20277,2026-02-27,Mitrovicë,completed
600480,20049,2026-06-01,PRISHTINA,pending
600481,20589,2026-02-22,Vushtrri, completed 
600482,20283,2026-05-23,Peja,completed
600483,20117,2026-06-24,Peja,canceled
600484,20512,2026-06-29,GJAKOVE, completed 
600485,20121,2026-05-07,Gjakove,PENDING
600486,20392,2026-03-24,Ferizaj, completed 
600487,20305,2026-07-07,Prizren,COMPLETED
600488,20483,2026-04-29,PRISHTINA,completed
600489,20334,2026-07-07,prishtina,completed
600490,20072,2026-02-16, Prizren ,COMPLETED
600491,20524,2026-03-28,Gjilan,Completed
600492,20064,2026-06-03, Vushtrri ,Pending
600493,20229,2026-07-03,PRISHTINA,Completed
600494,20345,2026-01-28,VUSHTRRI,COMPLETED
600495,20154,2026-04-10,peja,completed
600496,20551,2026-05-31,VUSHTRRI,COMPLETED
600497,20483,2026-03-07,peja,completed
600498,20220,2026-06-03,Mitrovice,completed
600499,20206,2026-02-04,GJILAN,completed
600500,20008,2026-07-12,Vushtrri,Refunded
600501,20460,2026-03-20,Ferizaj,completed
600502,20504,2026-07-06,PRIZREN, completed 
600503,20628,2026-01-29,Prizren,refunded
600504,20239,2026-01-05,Prizren,completed
600505,20109,2026-01-08, Peja ,completed
600506,20534,2026-02-04,peja, completed 
600507,20594,2026-06-20,ferizaj,completed
600508,20215,2026-06-22,Gjakove, completed 
600509,20177,2026-02-09,Peja,Cancelled
600510,20097,2026-03-29,GJAKOVE,completed
600511,20115,2026-01-12,Peja,COMPLETED
600512,20090,2026-08-04, Prishtina ,completed
600513,20275,2026-02-26,MITROVICE,Cancelled
600514,20261,2026-05-29,mitrovice,Completed
600515,20155,2026-01-02,prizren,Cancelled
600516,20159,2026-03-09,PRIZREN,cancelled
600517,20285,2026-06-12,Peja,Completed
600518,20167,2026-06-28,MITROVICE,completed
600519,20396,2026-07-03,Prizren,COMPLETED
600520,20098,2026-06-29, Peja , cancelled 
600521,20206,2026-02-09, Gjilan , completed 
600522,20467,2026-01-30,Prishtina, completed 
600523,20496,2026-07-09,FERIZAJ, completed 
600524,20041,2026-02-19,Gjakove, completed 
600525,20294,2026-07-06, Peja , completed 
600526,20507,2026-07-17,Prishtina,COMPLETED
600527,20165,2026-05-13,Vushtrri, completed 
600528,20090,2026-05-17,Peja, completed 
600529,20420,2026-04-23,ferizaj,Completed
600530,20493,2026-05-06,Mitrovicë,completed
600531,20162,2026-03-29,vushtrri, completed 
600532,20548,2026-04-13,FERIZAJ,COMPLETED
600533,20386,2026-01-04,Mitrovice,completed
600534,20573,2026-05-07, Gjakove ,pending
600535,20105,2026-05-10, Mitrovice ,pending
600536,20536,2026-05-05,peja,COMPLETED
600537,20659,2026-01-28,Gjakove,Completed
600538,20308,2026-07-12,Prishtina, completed 
600539,20121,2026-03-17,VUSHTRRI,PENDING
600540,20582,2026-03-06, Ferizaj , completed 
600541,20016,2026-07-13,vushtrri, completed 
600542,20050,2026-04-10,PRIZREN,REFUNDED
600543,20612,2026-07-30,Prizren,COMPLETED
600544,20662,2026-03-22,ferizaj,refunded
600545,20474,2026-07-20,Ferizaj,completed
600546,20649,2026-99-40, Prishtina ,completed
600547,20412,2026-06-13, Mitrovice ,Refunded
600548,20270,2026-03-08,gjakove, completed 
600549,20544,2026-01-11,Gjakovë, completed 
600550,20375,2026-02-11,Peja,Pending
600551,20316,2026-02-06, Peja ,Completed
600552,20306,2026-01-05, Mitrovice ,COMPLETED
600553,20038,2026-01-04,Ferizaj, completed 
600554,20447,2026-03-03, Gjakove ,completed
600555,20343,2026-05-28,MITROVICE, completed 
600556,20295,2026-02-15,prishtina,completed
600557,20298,2026-04-19, Vushtrri ,PENDING
600558,20493,2026-04-18,Vushtrri,completed
600559,20311,2026-07-23,Mitrovice,Completed
600560,20628,2026-08-08,FERIZAJ,Completed
600561,20264,2026-01-13,VUSHTRRI,COMPLETED
600562,20139,2026-07-24,peja,pending
600563,20645,2026-07-14, Gjilan ,completed
600564,20004,2026-07-19,GJAKOVE,completed
600565,20687,2026-05-13,gjilan,Completed
600566,20098,2026-04-04,ferizaj,completed
600567,20338,2026-06-23, Gjilan ,Completed
600568,20008,2026-07-10, Gjilan ,COMPLETED
600569,20222,2026-02-08,Ferizaj,Completed
600570,20069,2026-01-11,Peja, refunded 
600571,20656,2026-07-19,Prizren,completed
600572,20046,2026-03-27,VUSHTRRI,cancelled
600573,20302,2026-07-20,Mitrovicë,Cancelled
600574,20085,2026-07-21,GJAKOVE,completed
600575,20668,2026-01-21,GJAKOVE,COMPLETED
600576,20584,2026-03-10,GJILAN,COMPLETED
600577,20021,2026-04-29,Mitrovicë, completed 
600578,20578,2026-04-03,MITROVICE,completed
600579,20190,2026-02-22, Prizren ,Completed
600580,20668,2026-07-15, Prizren ,Completed
600581,20407,2026-07-30,MITROVICE,completed
600582,20555,2026-03-19,Mitrovicë,COMPLETED
600583,20567,2026-04-26, Gjakove ,completed
600584,20447,2026-05-31,Gjakove,completed
600585,20355,2026-02-23,PEJA,REFUNDED
600586,90084,2026-03-30,Peja,pending
600587,20188,2026-08-09,Prizren, completed 
600588,20602,2026-04-26,VUSHTRRI, completed 
600589,20520,2026-03-21, Vushtrri ,COMPLETED
600590,20477,2026-06-04,Gjilan,completed
