order_item_id,order_id,product_id,quantity,unit_price
177,600076,3066,3,347.58
178,600077,3065,1,139.94
179,600078,3046,4,338.68
180,600078,3056,2,192.9
181,600078,3068,3,262.52
182,600079,3013,2,273.66
183,600079,3021,5,179.42
184,600080,3048,1,322.84
185,600080,3036,2,341.34
186,600080,3078,2,130.11
187,600080,3016,4,143.37
188,600081,3027,2,41.73
189,600081,3074,5,49.86
190,600081,3010,3,189.71
191,600081,3040,5,291.11
192,600082,3020,5,162.78
193,600083,3071,5,266.35
194,600084,3033,4,269.31
195,600084,3066,3,192.44
196,600084,3015,3,311.29
197,600084,3076,3,319.97
198,600085,3026,3,327.91
199,600085,3026,1,186.69
200,600086,3037,4,176.2
201,600086,3020,1,324.41
202,600087,3048,2,226.57
203,600087,3008,1,101.13
204,600087,3023,1,265.69
205,600088,3051,2,19.85
206,600088,3014,4,324.45
207,600088,3077,2,286.03
208,600088,3047,1,106.46
209,600089,3075,5,122.25
210,600090,3015,3,40.17
211,600090,3051,5,35.62
212,600090,3019,5,279.5
213,600091,3032,1,96.23
214,600091,3005,3,94.65
215,600092,3017,4,235.43
216,600092,3007,2,113.55
217,600092,3035,3,17.74
218,600092,3069,4,14.31
219,600093,3049,5,215.09
220,600094,3008,2,113.14
221,600094,3034,4,93.58
222,600094,3021,5,70.77
223,600095,3059,1,171.97
224,600095,3008,5,136.11
225,600096,3071,1,307.2
226,600096,3017,1,253.56
227,600096,3014,5,304.67
228,600096,3070,4,57.4
229,600097,3062,3,143.66
230,600098,3028,4,278.73
231,600098,3043,5,47.82
232,600098,3067,4,204.59
233,600099,3010,4,-343.86
234,600099,3050,3,144.07
235,600099,3074,3,218.87
236,600100,3040,5,31.86
237,600101,3062,1,-349.18
238,600101,3026,2,35.84
239,600101,3035,5,258.19
240,600101,3067,2,14.03
241,600102,3061,2,272.12
242,600102,3013,1,114.42
243,600103,3048,3,126.22
244,600103,3008,5,130.47
245,600104,3079,1,29.53
246,600105,3059,5,18.53
247,600106,3078,4,165.93
248,600107,3080,4,209.39
249,600107,3080,3,159.1
250,600107,3042,5,133.4
251,600108,3079,5,32.64
252,600108,3017,2,69.16
253,600108,3018,5,160.19
254,600109,3014,1,220.78
255,600109,3056,4,100.03
256,600109,3028,1,166.39
257,600110,3066,1,16.0
258,600110,3073,4,142.42
259,600110,3041,5,315.48
260,600111,3074,2,265.88
261,600111,3031,5,64.56
262,600111,3066,0,66.18
263,600112,3067,5,328.55
264,600112,3065,4,25.23
265,600113,3068,2,290.94
266,600113,3004,1,320.02
267,600113,3074,5,344.34
268,600113,3033,2,111.96
269,600114,3012,2,218.75
270,600115,3075,2,45.66
271,600116,3038,1,-268.99
272,600116,3039,2,122.21
273,600116,3008,2,18.19
274,600116,3005,4,13.24
275,600117,3017,3,13.25
276,600117,3013,5,73.7
277,600117,3064,4,184.2
278,600117,3066,1,197.9
279,600118,3036,2,164.13
280,600118,3056,3,214.06
281,600118,3065,3,338.84
282,600119,3037,2,108.1
283,600119,3066,5,307.18
284,600119,3003,5,225.13
285,600120,3019,5,162.88
286,600120,3025,2,56.68
287,600120,3056,2,317.43
288,600121,3052,5,81.59
289,600121,3064,2,69.97
290,600121,3057,1,289.28
291,600122,3075,1,87.35
292,600122,3046,3,245.16
293,600123,3052,2,310.15
294,600123,3002,4,308.95
295,600123,3022,4,196.85
296,600123,3056,5,226.06
297,600124,3076,5,225.6
298,600125,3043,5,315.77
299,600125,3073,3,240.56
300,600126,3016,1,19.85
301,600127,3029,5,263.35
302,600127,3004,2,174.55
303,600127,3026,1,184.54
304,600128,3070,4,145.4
305,600128,3005,2,347.74
306,600128,3031,5,67.33
307,600129,3042,2,204.43
308,600129,3006,2,94.32
309,600129,3029,1,37.44
310,600130,3072,3,232.91
311,600130,3002,1,194.26
312,600130,3020,1,11.81
313,600130,3026,4,322.99
314,600131,3026,5,38.59
315,600132,3027,5,223.91
316,600132,3070,1,72.11
317,600132,3008,3,330.12
318,600133,3017,5,132.92
319,600133,3048,3,106.61
320,600134,3017,1,311.4
321,600134,3052,2,31.82
322,600135,3067,5,134.59
323,600136,3077,3,318.23
324,600136,3035,3,188.45
325,600136,3080,5,121.08
326,600136,3028,2,131.78
327,600137,3054,4,344.33
328,600137,3013,3,305.26
329,600137,3075,4,107.07
330,600137,3054,1,45.04
331,600138,3063,2,309.44
332,600138,3060,1,24.57
333,600138,3051,5,19.74
334,600139,3010,5,336.13
335,600140,3059,1,30.53
336,600141,3035,1,73.42
337,600141,3048,4,266.15
338,600142,3074,4,343.86
339,600142,3067,5,175.25
340,600143,3050,1,248.21
341,600143,3048,2,173.83
342,600143,3020,1,63.22
343,600144,3040,3,71.06
344,600144,3059,5,166.63
345,600145,3062,4,295.11
346,600145,3066,5,28.53
347,600145,3009,2,87.84
348,600146,3037,2,108.97
349,600146,3075,4,318.87
350,600147,3024,3,78.57
351,600147,3015,3,221.38
352,600148,3076,3,318.18
353,600149,3056,5,106.42
354,600150,3018,4,126.36
355,600150,3015,5,183.6
356,600150,3019,3,26.98
357,600151,3036,2,176.7
358,600151,3072,2,131.63
359,600152,3038,5,106.87
360,600152,3043,5,153.94
361,600152,3012,1,101.34
362,600153,3077,3,196.17
363,600154,3053,5,273.82
364,600154,3034,5,210.3
365,600154,3029,5,255.47
366,600155,3070,3,341.25
367,600155,3055,4,90.69
368,600156,3071,4,274.21
369,600156,3053,1,236.87
370,600157,3073,4,61.44
371,600157,3075,3,111.7
372,600158,3038,0,97.31
373,600159,3004,3,157.83
374,600159,3005,1,128.71
375,600159,3017,3,42.87
376,600159,3032,1,218.61
377,600160,3063,5,171.19
378,600160,3053,1,63.2
379,600160,3040,5,184.77
380,600161,3031,4,66.11
381,600161,3073,2,172.29
382,600161,3057,2,88.13
383,600162,3007,4,231.29
384,600162,3035,3,84.33
385,600162,3078,4,45.83
386,600162,3021,3,221.84
387,600163,3033,2,166.22
388,600163,3006,3,325.39
389,600164,3018,2,71.1
390,600164,3049,3,51.49
391,600164,3036,4,209.31
392,600165,3025,5,242.95
393,600166,3062,3,126.37
394,600166,3059,1,102.54
395,600167,3033,3,316.29
396,600167,3060,4,237.66
397,600167,3025,4,166.71
398,600167,3063,2,261.09
399,600168,3071,5,293.82
400,600168,3006,3,218.43
401,600168,3030,3,253.89
402,600168,3080,1,207.98
403,600169,3051,1,305.53
404,600169,3010,1,256.3
405,600170,3078,5,115.37
406,600170,3021,4,259.55
407,600171,3074,2,228.72
408,600172,3054,2,123.98
409,600173,3035,2,40.83
410,600173,3064,4,151.43
411,600173,3017,4,343.02
412,600174,3076,1,269.53
413,600175,3032,1,145.67
414,600176,3051,2,103.7
415,600176,3063,3,297.54
416,600176,3018,5,121.56
417,600176,3062,1,316.91
418,600177,3055,3,222.4
419,600177,3014,4,193.88
420,600178,3038,3,74.0
421,600178,3075,3,201.36
422,600179,3044,2,272.05
423,600179,3023,1,205.3
424,600180,3077,4,285.54
425,600180,3038,1,195.58
426,600180,3076,1,122.83
427,600180,3003,5,274.62
428,600181,3060,4,171.06
429,600181,3059,5,99.75
430,600182,3079,3,292.26
431,600182,3049,1,17.49
432,600182,3018,3,266.5
433,600182,3003,3,269.97
434,600183,3068,1,130.74
435,600183,3039,3,188.11
436,600183,3038,4,29.66
437,600184,3063,3,39.44
438,600184,3004,5,258.58
439,600184,3027,3,125.18
440,600185,3003,4,68.03
441,600185,3068,3,344.84
442,600186,3038,4,38.74
443,600186,3055,2,341.33
444,600187,3044,2,25.17
445,600187,3003,2,189.57
446,600188,3048,5,242.67
447,600189,3063,4,329.55
448,600189,3044,2,133.41
449,600189,3078,2,242.01
450,600189,3007,4,217.67
451,600190,3033,5,253.8
452,600191,3061,4,288.43
453,600192,3042,3,270.78
454,600192,3037,5,255.91
455,600192,3009,3,278.37
456,600192,3058,3,185.04
457,600193,3018,1,129.95
458,600193,3021,5,346.76
459,600193,3009,4,129.46
460,600194,3026,3,199.74
461,600194,3054,4,5.98
462,600195,3078,3,88.52
463,600195,3017,1,99.71
464,600195,3053,1,262.16
465,600196,3074,2,22.68
466,600196,3053,2,262.81
467,600196,3044,4,57.84
468,600197,3008,4,208.6
469,600197,3072,4,27.91
470,600198,3031,1,295.67
471,600198,3039,1,264.69
472,600198,3048,4,62.88
473,600198,3041,2,32.1
474,600199,3064,2,121.87
475,600199,3048,4,260.83
476,600199,3074,3,344.1
477,600199,3071,1,116.28
478,600200,3041,3,223.7
479,600201,3036,5,97.42
480,600201,3011,1,171.71
481,600202,3021,1,237.01
482,600202,3040,3,152.89
483,600203,3077,3,157.34
484,600203,3023,1,150.41
485,600203,3040,4,207.04
486,600203,3065,1,151.35
487,600204,3022,2,234.12
488,600204,3075,1,248.81
489,600204,3026,4,89.63
490,600205,3035,3,26.76
491,600206,3066,4,172.27
492,600207,3017,5,230.45
493,600207,3033,5,44.11
494,600208,3076,1,36.87
495,600209,3079,2,49.66
496,600210,3050,5,300.15
497,600210,3068,3,9.01
498,600210,3044,2,135.74
499,600211,3062,1,329.88
500,600211,3055,5,96.39
501,600212,3057,4,284.19
502,600212,3055,1,50.53
503,600212,3056,5,257.73
504,600213,3024,2,222.06
505,600214,3050,2,82.11
506,600215,3041,5,300.55
507,600215,3034,1,323.28
508,600215,3027,2,37.77
509,600215,3020,2,232.85
510,600216,3017,1,99.77
511,600216,3066,3,191.35
512,600217,3047,5,234.59
513,600217,3049,2,189.9
514,600218,3067,5,142.06
515,600218,3041,3,159.77
516,600218,3037,4,171.31
517,600219,3016,4,196.37
518,600219,3073,3,142.48
519,600220,3051,3,44.88
520,600221,3064,3,110.15
521,600221,3011,3,33.9
522,600222,3068,5,157.99
523,600222,3036,2,244.59
524,600222,3051,5,155.56
525,600222,3052,3,7.42
526,600223,3026,5,249.47
527,600223,3034,5,329.58
528,600223,3058,4,148.25
529,600223,3002,1,170.36
530,600224,3053,5,309.87
531,600224,3041,3,87.23
532,600225,3037,5,32.9
533,600225,3023,4,32.79
534,600226,3027,2,42.78
535,600226,3044,2,82.89
536,600227,3058,3,336.29
537,600227,3071,1,53.71
538,600228,3065,2,79.26
539,600228,3010,1,32.35
540,600228,3074,4,216.14
541,600229,3008,4,140.86
542,600229,3036,3,336.01
543,600229,3003,4,262.73
544,600229,3063,1,73.03
545,600230,3070,3,333.32
546,600230,3020,4,23.13
547,600230,3055,2,337.9
548,600230,3062,5,96.32
549,600231,3025,5,5.9
550,600231,3026,4,301.08
551,600232,3080,4,238.21
552,600232,3037,2,8.31
553,600232,3079,2,101.16
554,600233,3063,2,138.08
555,600234,3062,5,14.01
556,600234,3046,3,79.32
557,600234,3013,4,35.16
558,600235,3041,5,279.07
559,600235,3068,2,11.65
560,600235,3016,1,337.69
561,600236,3074,1,271.73
562,600236,3039,2,108.2
563,600236,3077,1,309.18
564,600237,3038,3,188.8
565,600237,3068,1,255.75
566,600237,3073,5,52.73
567,600238,3044,2,305.43
568,600238,3039,4,289.5
569,600239,3003,2,92.32
570,600239,3062,4,131.08
571,600239,3010,3,12.65
572,600239,3051,3,209.92
573,600240,3080,2,156.56
574,600240,3041,2,331.05
575,600240,3063,5,336.67
576,600241,3012,2,311.92
577,600241,3003,5,290.25
578,600241,3032,4,186.17
579,600242,3073,5,302.97
580,600242,3039,1,56.25
581,600243,3018,5,246.57
582,600243,3059,4,102.15
583,600243,3027,3,279.32
584,600244,3065,0,140.74
585,600245,3019,2,264.68
586,600245,3070,5,76.28
587,600246,3031,2,136.54
588,600246,3026,3,309.95
589,600246,3057,2,120.37
590,600247,3063,5,101.88
591,600247,3007,1,333.84
592,600248,3062,4,166.49
593,600249,3028,2,167.1
594,600249,3064,2,216.86
595,600249,3013,5,14.09
596,600249,3064,5,220.41
597,600250,3042,1,134.07
598,600250,3014,1,302.6
599,600250,3026,3,26.95
600,600251,3066,3,235.46
601,600251,3056,4,85.39
602,600251,3049,1,44.34
603,600252,3041,5,8.04
604,600253,3040,2,287.71
605,600253,3057,5,271.17
606,600253,3017,4,293.44
607,600253,3039,3,235.96
608,600254,3078,4,97.97
609,600254,3008,5,296.71
610,600254,3022,2,306.63
611,600254,3036,2,58.98
612,600255,3058,2,177.85
613,600255,3043,2,201.48
614,600255,3009,1,147.04
615,600256,3058,2,24.09
616,600256,3063,5,9.49
617,600257,3073,5,174.66
618,600258,3041,3,213.14
619,600258,3022,5,285.2
620,600259,3041,5,133.26
621,600259,3070,5,158.26
622,600259,3016,5,7.91
623,600260,3055,2,100.33
624,600261,3060,5,159.44
625,600261,3033,5,46.92
626,600261,3007,2,327.55
627,600262,3056,1,290.52
628,600262,3025,4,100.99
629,600262,3078,4,57.59
630,600262,3004,3,227.87
631,600263,3027,2,16.21
632,600263,3072,4,250.39
633,600264,3076,1,342.33
634,600264,3069,2,294.99
635,600264,3019,5,65.33
636,600264,3037,5,285.11
637,600265,3077,3,108.29
638,600266,3076,4,266.69
639,600266,3004,3,280.05
640,600266,3002,2,260.38
641,600266,3006,3,334.28
642,600267,3009,5,289.41
643,600267,3004,4,63.71
644,600268,3080,5,185.9
645,600268,3068,3,77.69
646,600269,3038,4,235.17
647,600270,3034,4,107.95
648,600271,3020,4,33.4
649,600271,3024,4,268.86
650,600271,3037,1,10.3
651,600271,3059,3,160.64
652,600272,3073,3,91.69
653,600273,3041,1,216.08
654,600273,3022,3,218.66
655,600273,3039,5,219.87
656,600273,3075,5,199.61
657,600274,3036,5,128.81
658,600274,3042,4,330.05
659,600274,3006,2,326.75
660,600275,3007,3,337.23
661,600276,3040,2,197.08
662,600277,3056,3,248.53
663,600277,3022,4,277.08
664,600278,3069,1,84.67
665,600279,3029,3,316.25
666,600279,3001,5,82.57
667,600279,3075,5,237.62
668,600280,3038,1,316.75
669,600280,3029,1,120.39
670,600280,3006,2,102.7
671,600281,3074,5,226.42
672,600282,3041,5,130.27
673,600283,3072,3,301.68
674,600284,3038,4,269.61
675,600285,3034,4,186.54
676,600285,3054,3,136.71
677,600285,3035,5,138.29
678,600285,3079,5,312.43
679,600286,3009,2,166.4
680,600287,3032,5,263.89
681,600287,3052,3,230.67
682,600287,3057,0,54.5
683,600288,3039,4,25.23
684,600288,3016,5,237.31
685,600288,3031,4,47.79
686,600288,3041,1,238.67
687,600289,3004,4,103.63
688,600289,3079,5,139.25
689,600290,3072,2,164.85
690,600290,3032,3,70.42
691,600291,3044,5,262.09
692,600292,3029,1,226.46
693,600293,3059,5,262.07
694,600294,3080,3,260.49
695,600294,3073,3,266.29
696,600294,9999,3,60.14
697,600295,3048,1,196.51
698,600295,3054,2,126.85
699,600295,3043,1,329.4
700,600295,3003,4,349.11
701,600296,3051,3,24.37
702,600297,3043,4,204.92
703,600298,3027,3,214.86
704,600298,3070,0,193.01
705,600298,3068,0,132.28
706,600299,3044,4,45.29
707,600299,3015,4,233.69
708,600300,3006,1,247.44
709,600301,3037,4,340.3
710,600302,3016,4,271.62
711,600303,3055,5,144.4
712,600303,3073,1,151.32
713,600303,3060,1,47.12
714,600304,3018,1,327.46
715,600304,3060,1,24.27
716,600305,3060,2,58.62
717,600305,3030,3,123.61
718,600305,3075,5,339.38
719,600305,3035,4,159.97
720,600306,3024,1,90.09
721,600307,3013,2,175.29
722,600308,3025,1,243.88
723,600309,3062,2,182.19
724,600309,3019,2,235.97
725,600310,3070,1,325.49
726,600310,3051,5,178.94
727,600311,3008,3,55.93
728,600311,3025,3,151.92
729,600311,3050,3,135.75
730,600312,3066,4,236.85
731,600312,3068,5,297.54
732,600313,3028,1,29.63
733,600314,3075,5,144.72
734,600314,3014,5,7.56
735,600315,3078,5,160.4
736,600315,3036,5,55.29
737,600315,3029,1,239.0
738,600316,3026,4,234.72
739,600316,3065,2,132.87
740,600317,3047,2,111.84
741,600317,3032,5,291.0
742,600318,3016,5,65.3
743,600318,3046,2,74.01
744,600318,3068,5,95.76
745,600319,3002,2,151.4
746,600319,3054,4,340.87
747,600320,3078,0,161.18
748,600321,3047,4,161.36
749,600321,3004,5,266.77
750,600322,3007,4,330.41
751,600322,3013,2,160.87
752,600322,3042,3,29.26
753,600323,3054,4,267.21
754,600323,3002,4,77.71
755,600324,3022,4,134.68
756,600325,3029,3,41.71
757,600325,3020,5,36.93
758,600325,3060,3,223.02
759,600325,3011,1,304.11
760,600326,3034,1,105.81
761,600327,3045,3,312.57
762,600327,3043,3,234.23
763,600327,3052,3,267.08
764,600327,3048,2,265.61
765,600328,3040,3,272.06
766,600328,3049,3,279.94
767,600328,3047,5,331.63
768,600329,3054,1,91.58
769,600329,3071,2,338.34
770,600329,3059,4,166.9
771,600330,3060,1,213.78
772,600330,3070,3,306.12
773,600330,3054,2,298.54
774,600331,3042,3,239.9
775,600332,3027,1,258.58
776,600333,3042,5,16.52
777,600333,3007,2,62.39
778,600333,3011,1,260.55
779,600334,3075,4,184.75
780,600334,3021,2,344.58
781,600334,3042,5,74.83
782,600334,3015,4,22.89
783,600335,3010,5,12.06
784,600335,3044,1,240.23
785,600335,3030,1,24.61
786,600336,3013,3,313.4
787,600336,3066,5,193.05
788,600336,3019,1,52.14
789,600336,3076,1,275.41
790,600337,3076,1,80.81
791,600337,3010,5,191.75
792,600337,3063,5,88.97
793,600338,3021,5,180.08
794,600339,3047,5,215.24
795,600339,3014,5,94.93
796,600340,3024,4,324.44
797,600340,3012,1,226.67
798,600340,3025,4,281.95
799,600341,3038,3,168.0
800,600341,3031,3,185.28
801,600342,3034,1,35.1
802,600342,3060,4,343.01
803,600342,3056,5,314.49
804,600343,3070,4,220.31
805,600344,3065,3,280.89
806,600344,3004,2,177.02
807,600345,3055,1,33.56
808,600345,3010,2,280.16
809,600346,3030,2,202.8
810,600346,3033,5,265.78
811,600346,3012,5,184.65
812,600346,3077,1,151.35
813,600347,3041,1,307.73
814,600347,3066,3,325.45
815,600348,3067,5,21.29
816,600349,3039,5,333.97
817,600350,3074,4,277.7
818,600350,3030,2,309.91
819,600350,3077,3,269.07
820,600351,3038,3,231.93
821,600351,3077,4,46.98
822,600351,3010,2,54.72
823,600352,3061,3,51.81
824,600352,3047,4,132.86
825,600352,3078,3,189.57
826,600352,3011,4,287.97
827,600353,3019,1,259.71
828,600353,3063,3,194.86
829,600353,3054,4,57.04
830,600353,3053,2,157.95
831,600354,3012,3,21.98
832,600354,3019,2,308.05
833,600355,3012,5,230.33
834,600355,3059,4,78.78
835,600355,3036,1,262.6
836,600356,3032,1,210.0
837,600356,3062,4,283.63
838,600357,3015,3,206.88
839,600357,3080,4,295.14
840,600357,3019,4,136.34
841,600357,3068,4,77.45
842,600358,3079,2,115.64
843,600359,3064,1,61.35
844,600359,3039,5,206.47
845,600359,3068,2,257.74
846,600360,3040,3,124.65
847,600360,3079,2,239.36
848,600361,3048,4,232.95
849,600361,3063,2,73.3
850,600361,3073,5,318.75
851,600362,3042,5,203.62
852,600363,3031,5,205.34
853,600363,3079,3,322.79
854,600364,3017,2,254.76
855,600365,3073,4,336.14
856,600365,3066,4,340.86
857,600365,3071,5,182.35
858,600365,3040,3,148.91
859,600366,3006,4,272.5
860,600366,3039,2,345.31
861,600366,3048,1,101.4
862,600366,3014,5,53.51
863,600367,3015,2,315.15
864,600367,3053,4,269.94
865,600367,3069,4,79.57
866,600368,3052,3,16.31
867,600368,3016,5,259.94
868,600368,3006,2,193.8
869,600369,3076,5,220.71
870,600369,3016,3,172.69
871,600369,3024,5,249.82
872,600370,3018,2,50.05
873,600370,3074,2,274.37
874,600371,3002,3,226.55
875,600371,3027,5,283.23
876,600371,3064,2,183.47
877,600371,3039,1,273.24
878,600372,3033,1,193.68
879,600372,3005,1,129.98
880,600372,3068,5,165.77
881,600372,3012,5,220.7
882,600373,3049,1,144.0
883,600373,3027,1,36.61
884,600373,3054,3,178.26
885,600374,3064,1,81.84
886,600375,3076,3,218.66
887,600375,3080,4,342.33
888,600375,3004,4,295.63
889,600376,3058,4,97.71
890,600376,3034,5,155.96
891,600376,3021,4,17.92
892,600376,3072,4,252.84
893,600377,3027,2,48.63
894,600377,3001,3,124.61
895,600377,3025,5,116.19
896,600378,3033,5,26.04
897,600379,3051,4,126.89
898,600379,3021,5,203.73
899,600379,3057,3,103.66
900,600379,3052,4,46.36
901,600380,3001,5,233.43
902,600380,3029,4,315.74
903,600381,3033,3,164.28
904,600381,3025,5,276.17
905,600381,3039,1,21.25
906,600382,3062,4,288.36
907,600383,3032,2,337.31
908,600384,3014,4,307.66
909,600385,3056,2,11.29
910,600385,3013,2,64.13
911,600386,3078,4,41.04
912,600387,3028,2,209.75
913,600387,3010,5,239.97
914,600388,3020,2,232.06
915,600389,3024,5,313.12
916,600389,3072,3,281.4
917,600390,3043,4,179.88
918,600391,3011,4,336.79
919,600391,3080,4,74.31
920,600391,3031,1,25.0
921,600392,3057,5,133.67
922,600392,3073,4,207.72
923,600392,3029,5,327.25
924,600392,3057,3,154.08
925,600393,3076,3,194.36
926,600394,3059,1,282.73
927,600394,3003,1,225.04
928,600394,3005,2,123.74
929,600394,3023,2,139.78
930,600395,3015,2,262.66
931,600395,3079,5,94.58
932,600396,3065,1,167.81
933,600396,3018,3,345.01
934,600397,3067,5,189.96
935,600397,3070,2,262.0
936,600397,3055,2,83.82
937,600397,3069,5,236.98
938,600398,3007,4,83.56
939,600398,3003,4,291.36
940,600398,3020,2,247.67
941,600399,3006,4,135.37
942,600399,3039,5,194.92
943,600400,3077,5,157.76
944,600400,3027,3,11.83
945,600401,3015,5,253.14
946,600402,3019,1,145.91
947,600402,3079,4,150.87
948,600403,3049,3,315.17
949,600403,3007,2,151.55
950,600403,3068,4,88.19
951,600404,3070,1,168.37
952,600404,3046,1,328.16
953,600404,3068,1,243.44
954,600404,3044,3,41.55
955,600405,3008,5,144.78
956,600405,3057,2,276.07
957,600405,3036,3,161.25
958,600405,3011,2,46.48
959,600406,3015,2,343.32
960,600407,3065,4,58.16
961,600407,3074,1,96.21
962,600407,3002,3,108.81
963,600407,3064,4,257.56
964,600408,3026,1,281.31
965,600408,3003,1,287.12
966,600409,3059,1,138.6
967,600410,3006,1,222.34
968,600410,3034,5,320.8
969,600411,3048,5,218.18
970,600411,3064,2,178.12
971,600411,3066,3,56.46
972,600412,3032,3,287.31
973,600412,3020,2,107.06
974,600412,3056,2,106.46
975,600412,3063,3,192.85
976,600413,3071,1,252.19
977,600414,3001,1,74.64
978,600414,3028,5,33.62
979,600415,3015,4,232.25
980,600416,3030,1,260.11
981,600416,3076,4,327.8
982,600416,3054,2,143.04
983,600417,3044,1,170.44
984,600417,3047,2,186.41
985,600417,3065,2,94.01
986,600418,3005,1,149.66
987,600418,3051,4,320.98
988,600418,3050,3,193.98
989,600418,3064,1,291.25
990,600419,3015,5,182.2
991,600419,3079,5,74.92
992,600419,3044,4,295.35
993,600420,3038,5,210.63
994,600420,3022,2,123.95
995,600421,3075,2,171.75
996,600422,3048,4,284.74
